Section,Name,Type,Default,Description,Model,Estimator
Parameters,n_init,int,10,Number of time the k-means algorithm will be run with different centroid seeds. The final results will be the best output of n_init consecutive runs in terms of inertia. Only used if ``assign_labels='kmeans'``.,SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Parameters,gamma,float,1.0,"Kernel coefficient for rbf, poly, sigmoid, laplacian and chi2 kernels. Ignored for ``affinity='nearest_neighbors'``, ``affinity='precomputed'`` or ``affinity='precomputed_nearest_neighbors'``.",SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Parameters,affinity,str or callable,'rbf',"How to construct the affinity matrix. - 'nearest_neighbors': construct the affinity matrix by computing a graph of nearest neighbors. - 'rbf': construct the affinity matrix using a radial basis function (RBF) kernel. - 'precomputed': interpret ``X`` as a precomputed affinity matrix, where larger values indicate greater similarity between instances. - 'precomputed_nearest_neighbors': interpret ``X`` as a sparse graph of precomputed distances, and construct a binary affinity matrix from the ``n_neighbors`` nearest neighbors of each instance. - one of the kernels supported by :func:`~sklearn.metrics.pairwise.pairwise_kernels`. Only kernels that produce similarity scores (non-negative values that increase with similarity) should be used. This property is not checked by the clustering algorithm.",SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Parameters,n_neighbors,int,10,Number of neighbors to use when constructing the affinity matrix using the nearest neighbors method. Ignored for ``affinity='rbf'``.,SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Parameters,eigen_tol,float,"""auto""","Stopping criterion for eigen decomposition of the Laplacian matrix. If `eigen_tol=""auto""` then the passed tolerance will depend on the `eigen_solver`: - If `eigen_solver=""arpack""`, then `eigen_tol=0.0`; - If `eigen_solver=""lobpcg""` or `eigen_solver=""amg""`, then `eigen_tol=None` which configures the underlying `lobpcg` solver to automatically resolve the value according to their heuristics. See, :func:`scipy.sparse.linalg.lobpcg` for details. Note that when using `eigen_solver=""lobpcg""` or `eigen_solver=""amg""` values of `tol<1e-5` may lead to convergence issues and should be avoided. Added 'auto' option.",SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Parameters,assign_labels,{'kmeans','kmeans',"The strategy for assigning labels in the embedding space. There are two ways to assign labels after the Laplacian embedding. k-means is a popular choice, but it can be sensitive to initialization. Discretization is another approach which is less sensitive to random initialization [3]_. The cluster_qr method [5]_ directly extract clusters from eigenvectors in spectral clustering. In contrast to k-means and discretization, cluster_qr has no tuning parameters and runs no iterations, yet may outperform k-means and discretization in terms of both quality and speed. Added new labeling method 'cluster_qr'.",SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Parameters,degree,float,3,Degree of the polynomial kernel. Ignored by other kernels.,SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Parameters,coef0,float,1,Zero coefficient for polynomial and sigmoid kernels. Ignored by other kernels.,SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Parameters,kernel_params,dict of str to any,None,Parameters (keyword arguments) and values for kernel passed as callable object. Ignored by other kernels.,SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Parameters,n_jobs,int,None,The number of parallel jobs to run when `affinity='nearest_neighbors'` or `affinity='precomputed_nearest_neighbors'`. The neighbors search will be done in parallel. ``None`` means 1 unless in a :obj:`joblib.parallel_backend` context. ``-1`` means using all processors. See :term:`Glossary <n_jobs>` for more details.,SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Attributes,verbose,bool,False,Verbosity mode.,SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Attributes,affinity_matrix_,array-like of shape (n_samples,,Affinity matrix used for clustering. Available only after calling ``fit``.,SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Attributes,labels_,ndarray of shape (n_samples,,Labels of each point,SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Parameters,n_clusters,int,3,The number of biclusters to find.,SpectralCoclustering,<class 'sklearn.cluster._bicluster.SpectralCoclustering'>
Parameters,svd_method,{'randomized','randomized',"Selects the algorithm for finding singular vectors. May be 'randomized' or 'arpack'. If 'randomized', use :func:`sklearn.utils.extmath.randomized_svd`, which may be faster for large matrices. If 'arpack', use :func:`scipy.sparse.linalg.svds`, which is more accurate, but possibly slower in some cases.",SpectralCoclustering,<class 'sklearn.cluster._bicluster.SpectralCoclustering'>
Parameters,n_svd_vecs,int,None,Number of vectors to use in calculating the SVD. Corresponds to `ncv` when `svd_method=arpack` and `n_oversamples` when `svd_method` is 'randomized`.,SpectralCoclustering,<class 'sklearn.cluster._bicluster.SpectralCoclustering'>
Parameters,mini_batch,bool,False,"Whether to use mini-batch k-means, which is faster but may get different results.",SpectralCoclustering,<class 'sklearn.cluster._bicluster.SpectralCoclustering'>
Parameters,init,{'k-means++','k-means++',Method for initialization of k-means algorithm; defaults to 'k-means++'.,SpectralCoclustering,<class 'sklearn.cluster._bicluster.SpectralCoclustering'>
Parameters,n_init,int,10,"Number of random initializations that are tried with the k-means algorithm. If mini-batch k-means is used, the best initialization is chosen and the algorithm runs once. Otherwise, the algorithm is run for each initialization and the best solution chosen.",SpectralCoclustering,<class 'sklearn.cluster._bicluster.SpectralCoclustering'>
Attributes,random_state,int,None,Used for randomizing the singular value decomposition and the k-means initialization. Use an int to make the randomness deterministic. See :term:`Glossary <random_state>`.,SpectralCoclustering,<class 'sklearn.cluster._bicluster.SpectralCoclustering'>
Attributes,rows_,array-like of shape (n_row_clusters,,"Results of the clustering. `rows[i, r]` is True if cluster `i` contains row `r`. Available only after calling ``fit``.",SpectralCoclustering,<class 'sklearn.cluster._bicluster.SpectralCoclustering'>
Attributes,columns_,array-like of shape (n_column_clusters,,"Results of the clustering, like `rows`.",SpectralCoclustering,<class 'sklearn.cluster._bicluster.SpectralCoclustering'>
Attributes,row_labels_,array-like of shape (n_rows,,The bicluster label of each row.,SpectralCoclustering,<class 'sklearn.cluster._bicluster.SpectralCoclustering'>
Attributes,column_labels_,array-like of shape (n_cols,,The bicluster label of each column.,SpectralCoclustering,<class 'sklearn.cluster._bicluster.SpectralCoclustering'>
Attributes,biclusters_,tuple of two ndarrays,,The tuple contains the `rows_` and `columns_` arrays.,SpectralCoclustering,<class 'sklearn.cluster._bicluster.SpectralCoclustering'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,SpectralCoclustering,<class 'sklearn.cluster._bicluster.SpectralCoclustering'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,SpectralCoclustering,<class 'sklearn.cluster._bicluster.SpectralCoclustering'>
Parameters,n_components,int,2,The dimension of the projected subspace.,SpectralEmbedding,<class 'sklearn.manifold._spectral_embedding.SpectralEmbedding'>
Parameters,affinity,{'nearest_neighbors','nearest_neighbors',"How to construct the affinity matrix. - 'nearest_neighbors' : construct the affinity matrix by computing a graph of nearest neighbors. - 'rbf' : construct the affinity matrix by computing a radial basis function (RBF) kernel. - 'precomputed' : interpret ``X`` as a precomputed affinity matrix. - 'precomputed_nearest_neighbors' : interpret ``X`` as a sparse graph of precomputed nearest neighbors, and constructs the affinity matrix by selecting the ``n_neighbors`` nearest neighbors. - callable : use passed in function as affinity the function takes in data matrix (n_samples, n_features) and return affinity matrix (n_samples, n_samples).",SpectralEmbedding,<class 'sklearn.manifold._spectral_embedding.SpectralEmbedding'>
Parameters,gamma,float,None,"Kernel coefficient for rbf kernel. If None, gamma will be set to 1/n_features.",SpectralEmbedding,<class 'sklearn.manifold._spectral_embedding.SpectralEmbedding'>
Parameters,random_state,int,None,"A pseudo random number generator used for the initialization of the lobpcg eigen vectors decomposition when `eigen_solver == 'amg'`, and for the K-Means initialization. Use an int to make the results deterministic across calls (See :term:`Glossary <random_state>`). When using `eigen_solver == 'amg'`, it is necessary to also fix the global numpy seed with `np.random.seed(int)` to get deterministic results. See https://github.com/pyamg/pyamg/issues/139 for further information.",SpectralEmbedding,<class 'sklearn.manifold._spectral_embedding.SpectralEmbedding'>
Parameters,eigen_solver,{'arpack',None,"The eigenvalue decomposition strategy to use. AMG requires pyamg to be installed. It can be faster on very large, sparse problems. If None, then ``'arpack'`` is used.",SpectralEmbedding,<class 'sklearn.manifold._spectral_embedding.SpectralEmbedding'>
Parameters,eigen_tol,float,"""auto""","Stopping criterion for eigendecomposition of the Laplacian matrix. If `eigen_tol=""auto""` then the passed tolerance will depend on the `eigen_solver`: - If `eigen_solver=""arpack""`, then `eigen_tol=0.0`; - If `eigen_solver=""lobpcg""` or `eigen_solver=""amg""`, then `eigen_tol=None` which configures the underlying `lobpcg` solver to automatically resolve the value according to their heuristics. See, :func:`scipy.sparse.linalg.lobpcg` for details. Note that when using `eigen_solver=""lobpcg""` or `eigen_solver=""amg""` values of `tol<1e-5` may lead to convergence issues and should be avoided.",SpectralEmbedding,<class 'sklearn.manifold._spectral_embedding.SpectralEmbedding'>
